pin,district,state
814166,DUMKA,JHARKHAND
458118,NEEMUCH,MADHYA PRADESH
577202,SHIVAMOGGA,KARNATAKA
410205,RAIGAD,MAHARASHTRA
761121,GANJAM,ODISHA
175033,MANDI,HIMACHAL PRADESH
713148,PASCHIM BARDHAMAN,WEST BENGAL
682317,ERNAKULAM,KERALA
245301,HAPUR,UTTAR PRADESH
680601,THRISSUR,KERALA
686102,ALAPPUZHA,KERALA
576121,UDUPI,KARNATAKA
781129,KAMRUP,ASSAM
313334,RAJSAMAND,RAJASTHAN
423303,NASHIK,MAHARASHTRA
333516,JHUNJHUNU,RAJASTHAN
441501,NAGPUR,MAHARASHTRA
516005,Y.S.R.,ANDHRA PRADESH
516484,Y.S.R.,ANDHRA PRADESH
609308,MAYILADUTHURAI,TAMIL NADU
442107,WARDHA,MAHARASHTRA
682553,LAKSHADWEEP DISTRICT,LAKSHADWEEP
144504,Shahid Bhagat Singh Nagar,PUNJAB
577525,DAVANGERE,KARNATAKA
689520,ALAPPUZHA,KERALA
274802,KUSHI NAGAR,UTTAR PRADESH
678703,PALAKKAD,KERALA
416602,SINDHUDURG,MAHARASHTRA
721635,MEDINIPUR EAST,WEST BENGAL
492001,RAIPUR,CHHATTISGARH
798602,MON,NAGALAND
670503,KANNUR,KERALA
680562,THRISSUR,KERALA
306126,PALI,RAJASTHAN
465677,RAJGARH,MADHYA PRADESH
635754,Tirupathur,TAMIL NADU
824201,GAYA,BIHAR
470775,DAMOH,MADHYA PRADESH
805109,NAWADA,BIHAR
221105,VARANASI,UTTAR PRADESH
785697,SIVASAGAR,ASSAM
413324,SOLAPUR,MAHARASHTRA
574118,UDUPI,KARNATAKA
620019,TIRUCHIRAPPALLI,TAMIL NADU
370615,KACHCHH,GUJARAT
415728,RATNAGIRI,MAHARASHTRA
613010,THANJAVUR,TAMIL NADU
686547,PATHANAMTHITTA,KERALA
271122,GONDA,UTTAR PRADESH
247665,HARIDWAR,UTTARAKHAND
144021,JALANDHAR,PUNJAB
584140,RAICHUR,KARNATAKA
206242,ETAWAH,UTTAR PRADESH
425301,JALGAON,MAHARASHTRA
325215,BARAN,RAJASTHAN
441924,BHANDARA,MAHARASHTRA
141105,LUDHIANA,PUNJAB
843330,SITAMARHI,BIHAR
210502,HAMIRPUR,UTTAR PRADESH
445323,YAVATMAL,MAHARASHTRA
721147,MEDINIPUR WEST,WEST BENGAL
522408,GUNTUR,ANDHRA PRADESH
783369,KOKRAJHAR,ASSAM
425507,JALGAON,MAHARASHTRA
502276,SIDDIPET,TELANGANA
560002,BENGALURU URBAN,KARNATAKA
767042,BALANGIR,ODISHA
581198,HAVERI,KARNATAKA
847410,MADHUBANI,BIHAR
690523,KOLLAM,KERALA
584167,RAICHUR,KARNATAKA
517640,CHITTOOR,ANDHRA PRADESH
641607,TIRUPPUR,TAMIL NADU
143149,AMRITSAR,PUNJAB
743427,24 PARAGANAS NORTH,WEST BENGAL
232108,CHANDAULI,UTTAR PRADESH
413305,SOLAPUR,MAHARASHTRA
422112,NASHIK,MAHARASHTRA
160047,CHANDIGARH,CHANDIGARH
829150,RAMGARH,JHARKHAND
400013,MUMBAI,MAHARASHTRA
689514,PATHANAMTHITTA,KERALA
410516,PUNE,MAHARASHTRA
587316,BAGALKOTE,KARNATAKA
678721,PALAKKAD,KERALA
250623,BAGHPAT,UTTAR PRADESH
176315,CHAMBA,HIMACHAL PRADESH
614905,THANJAVUR,TAMIL NADU
796370,KHAWZAWL,MIZORAM
415305,SANGLI,MAHARASHTRA
472339,TIKAMGARH,MADHYA PRADESH
585418,BIDAR,KARNATAKA
680618,THRISSUR,KERALA
223223,AZAMGARH,UTTAR PRADESH
127022,CHARKI DADRI,HARYANA
758044,KENDUJHAR,ODISHA
431731,NANDED,MAHARASHTRA
604102,VILLUPURAM,TAMIL NADU
518001,KURNOOL,ANDHRA PRADESH
577223,DAVANGERE,KARNATAKA
140001,RUPNAGAR,PUNJAB
784501,SONITPUR,ASSAM
794110,EAST GARO HILLS,MEGHALAYA
431604,NANDED,MAHARASHTRA
493114,RAIPUR,CHHATTISGARH
581128,HAVERI,KARNATAKA
628614,TUTICORIN,TAMIL NADU
635654,Tirupathur,TAMIL NADU
680513,THRISSUR,KERALA
144106,JALANDHAR,PUNJAB
415122,SATARA,MAHARASHTRA
343039,JALORE,RAJASTHAN
276126,AZAMGARH,UTTAR PRADESH
327801,BANSWARA,RAJASTHAN
785676,DIBRUGARH,ASSAM
125001,HISAR,HARYANA
413008,SOLAPUR,MAHARASHTRA
611106,NAGAPATTINAM,TAMIL NADU
362001,JUNAGADH,GUJARAT
370410,KACHCHH,GUJARAT
523225,PRAKASAM,ANDHRA PRADESH
272271,SANT KABEER NAGAR,UTTAR PRADESH
251316,MUZAFFARNAGAR,UTTAR PRADESH
263652,ALMORA,UTTARAKHAND
754293,CUTTACK,ODISHA
676522,MALAPPURAM,KERALA
641687,TIRUPPUR,TAMIL NADU
413210,SOLAPUR,MAHARASHTRA
560078,BENGALURU URBAN,KARNATAKA
146103,HOSHIARPUR,PUNJAB
582204,GADAG,KARNATAKA
641044,COIMBATORE,TAMIL NADU
573118,HASSAN,KARNATAKA
273310,MAHARAJGANJ,UTTAR PRADESH
621104,PERAMBALUR,TAMIL NADU
743348,24 PARAGANAS SOUTH,WEST BENGAL
713520,PURBA BARDHAMAN,WEST BENGAL
144214,HOSHIARPUR,PUNJAB
689105,PATHANAMTHITTA,KERALA
792121,CHANGLANG,ARUNACHAL PRADESH
342602,JODHPUR,RAJASTHAN
249125,TEHRI GARHWAL,UTTARAKHAND
509380,MAHABUBNAGAR,TELANGANA
454660,DHAR,MADHYA PRADESH
504206,MANCHERIAL,TELANGANA
600039,CHENNAI,TAMIL NADU
761117,GANJAM,ODISHA
249195,UTTAR KASHI,UTTARAKHAND
713302,PASCHIM BARDHAMAN,WEST BENGAL
792104,ANJAW,ARUNACHAL PRADESH
845401,PURBI CHAMPARAN,BIHAR
176324,CHAMBA,HIMACHAL PRADESH
574325,DAKSHINA KANNADA,KARNATAKA
322241,KARAULI,RAJASTHAN
683515,ERNAKULAM,KERALA
590006,BELAGAVI,KARNATAKA
176052,KANGRA,HIMACHAL PRADESH
205262,MAINPURI,UTTAR PRADESH
410207,RAIGAD,MAHARASHTRA
333021,JHUNJHUNU,RAJASTHAN
521156,KRISHNA,ANDHRA PRADESH
574211,DAKSHINA KANNADA,KARNATAKA
174015,BILASPUR,HIMACHAL PRADESH
400602,THANE,MAHARASHTRA
625708,MADURAI,TAMIL NADU
263139,NAINITAL,UTTARAKHAND
691536,KOLLAM,KERALA
481661,MANDLA,MADHYA PRADESH
755050,JAJAPUR,ODISHA
848503,SAMASTIPUR,BIHAR
577213,DAVANGERE,KARNATAKA
182222,DODA,JAMMU AND KASHMIR
824123,AURANGABAD,BIHAR
560023,BENGALURU URBAN,KARNATAKA
301001,ALWAR,RAJASTHAN
673570,KOZHIKODE,KERALA
524132,SPSR NELLORE,ANDHRA PRADESH
572129,TUMAKURU,KARNATAKA
394190,SURAT,GUJARAT
276306,GORAKHPUR,UTTAR PRADESH
335063,HANUMANGARH,RAJASTHAN
591226,BELAGAVI,KARNATAKA
760005,GANJAM,ODISHA
852215,SUPAUL,BIHAR
735208,Alipurduar,WEST BENGAL
271824,BAHRAICH,UTTAR PRADESH
364135,BHAVNAGAR,GUJARAT
581400,UTTARA KANNADA,KARNATAKA
462043,BHOPAL,MADHYA PRADESH
307514,SIROHI,RAJASTHAN
365645,AMRELI,GUJARAT
637411,NAMAKKAL,TAMIL NADU
638501,ERODE,TAMIL NADU
571443,CHAMARAJANAGARA,KARNATAKA
522324,GUNTUR,ANDHRA PRADESH
811314,JAMUI,BIHAR
637403,NAMAKKAL,TAMIL NADU
623706,RAMANATHAPURAM,TAMIL NADU
176314,CHAMBA,HIMACHAL PRADESH
403702,SOUTH GOA,GOA
517408,CHITTOOR,ANDHRA PRADESH
712245,HOOGHLY,WEST BENGAL
680507,THRISSUR,KERALA
731220,BIRBHUM,WEST BENGAL
795127,CHANDEL,MANIPUR
575019,DAKSHINA KANNADA,KARNATAKA
209622,FARRUKHABAD,UTTAR PRADESH
585219,YADGIR,KARNATAKA
676528,MALAPPURAM,KERALA
423104,NASHIK,MAHARASHTRA
387635,KHEDA,GUJARAT
591232,BELAGAVI,KARNATAKA
442111,WARDHA,MAHARASHTRA
249161,TEHRI GARHWAL,UTTARAKHAND
521215,KRISHNA,ANDHRA PRADESH
522312,GUNTUR,ANDHRA PRADESH
391168,CHHOTAUDEPUR,GUJARAT
632403,Ranipet,TAMIL NADU
144501,Shahid Bhagat Singh Nagar,PUNJAB
151505,MANSA,PUNJAB
125054,SIRSA,HARYANA
518196,KURNOOL,ANDHRA PRADESH
691333,KOLLAM,KERALA
500051,MEDCHAL MALKAJGIRI,TELANGANA
413607,LATUR,MAHARASHTRA
574509,DAKSHINA KANNADA,KARNATAKA
629166,KANNIYAKUMARI,TAMIL NADU
495335,MUNGELI,CHHATTISGARH
110011,NEW DELHI,DELHI
815314,GIRIDIH,JHARKHAND
781013,KAMRUP METRO,ASSAM
686539,KOTTAYAM,KERALA
851129,BEGUSARAI,BIHAR
612905,Ariyalur,TAMIL NADU
572132,TUMAKURU,KARNATAKA
814155,GODDA,JHARKHAND
829119,RAMGARH,JHARKHAND
769043,SUNDARGARH,ODISHA
313011,RAJSAMAND,RAJASTHAN
518465,KURNOOL,ANDHRA PRADESH
312024,CHITTORGARH,RAJASTHAN
796441,MAMIT,MIZORAM
173220,SOLAN,HIMACHAL PRADESH
711305,HOWRAH,WEST BENGAL
424302,DHULE,MAHARASHTRA
604502,TIRUVANNAMALAI,TAMIL NADU
140901,S.A.S Nagar,PUNJAB
131022,SONIPAT,HARYANA
160006,CHANDIGARH,CHANDIGARH
680561,THRISSUR,KERALA
571105,MYSURU,KARNATAKA
534326,WEST GODAVARI,ANDHRA PRADESH
637019,NAMAKKAL,TAMIL NADU
636503,SALEM,TAMIL NADU
225302,BARABANKI,UTTAR PRADESH
221404,BHADOHI,UTTAR PRADESH
533274,EAST GODAVARI,ANDHRA PRADESH
767032,BALANGIR,ODISHA
533428,EAST GODAVARI,ANDHRA PRADESH
462002,BHOPAL,MADHYA PRADESH
384550,MAHESANA,GUJARAT
490020,DURG,CHHATTISGARH
641659,COIMBATORE,TAMIL NADU
577001,DAVANGERE,KARNATAKA
387355,KHEDA,GUJARAT
425428,DHULE,MAHARASHTRA
451440,KHARGONE,MADHYA PRADESH
486553,REWA,MADHYA PRADESH
700133,24 PARAGANAS NORTH,WEST BENGAL
282009,AGRA,UTTAR PRADESH
284405,LALITPUR,UTTAR PRADESH
782481,HOJAI,ASSAM
851203,KHAGARIA,BIHAR
764049,NABARANGPUR,ODISHA
781302,BARPETA,ASSAM
802314,BHOJPUR,BIHAR
230143,PRATAPGARH,UTTAR PRADESH
496661,RAIGARH,CHHATTISGARH
577133,CHIKKAMAGALURU,KARNATAKA
670307,KANNUR,KERALA
143409,Tarn Taran,PUNJAB
534267,WEST GODAVARI,ANDHRA PRADESH
625602,THENI,TAMIL NADU
796075,KOLASIB,MIZORAM
562125,BENGALURU URBAN,KARNATAKA
394370,TAPI,GUJARAT
273013,GORAKHPUR,UTTAR PRADESH
586114,VIJAYAPURA,KARNATAKA
601101,THIRUVALLUR,TAMIL NADU
628616,TUTICORIN,TAMIL NADU
573219,HASSAN,KARNATAKA
172027,SHIMLA,HIMACHAL PRADESH
517319,CHITTOOR,ANDHRA PRADESH
627502,TIRUNELVELI,TAMIL NADU
642107,COIMBATORE,TAMIL NADU
425503,JALGAON,MAHARASHTRA
627652,TIRUNELVELI,TAMIL NADU
221601,MAU,UTTAR PRADESH
847229,MADHUBANI,BIHAR
713334,PASCHIM BARDHAMAN,WEST BENGAL
333023,JHUNJHUNU,RAJASTHAN
488448,PANNA,MADHYA PRADESH
211021,PRAYAGRAJ,UTTAR PRADESH
845430,PURBI CHAMPARAN,BIHAR
713405,PURBA BARDHAMAN,WEST BENGAL
766032,KALAHANDI,ODISHA
370465,KACHCHH,GUJARAT
700031,KOLKATA,WEST BENGAL
388580,ANAND,GUJARAT
636102,SALEM,TAMIL NADU
713324,PASCHIM BARDHAMAN,WEST BENGAL
232331,GHAZIPUR,UTTAR PRADESH
321205,BHARATPUR,RAJASTHAN
144221,HOSHIARPUR,PUNJAB
160059,S.A.S Nagar,PUNJAB
388530,ANAND,GUJARAT
121007,FARIDABAD,HARYANA
210121,BANDA,UTTAR PRADESH
324003,KOTA,RAJASTHAN
413218,SOLAPUR,MAHARASHTRA
531116,VISAKHAPATANAM,ANDHRA PRADESH
142033,LUDHIANA,PUNJAB
331507,CHURU,RAJASTHAN
209214,KANPUR NAGAR,UTTAR PRADESH
680302,THRISSUR,KERALA
785625,GOLAGHAT,ASSAM
847401,MADHUBANI,BIHAR
600016,CHENNAI,TAMIL NADU
768002,SAMBALPUR,ODISHA
794101,WEST GARO HILLS,MEGHALAYA
586117,VIJAYAPURA,KARNATAKA
143514,GURDASPUR,PUNJAB
246275,PAURI GARHWAL,UTTARAKHAND
523245,PRAKASAM,ANDHRA PRADESH
470771,DAMOH,MADHYA PRADESH
600034,CHENNAI,TAMIL NADU
643209,THE NILGIRIS,TAMIL NADU
679506,PALAKKAD,KERALA
690104,ALAPPUZHA,KERALA
700157,24 PARAGANAS NORTH,WEST BENGAL
796470,MAMIT,MIZORAM
124109,JHAJJAR,HARYANA
136021,KAITHAL,HARYANA
743435,24 PARAGANAS NORTH,WEST BENGAL
811213,MUNGER,BIHAR
490036,BEMETARA,CHHATTISGARH
243005,BAREILLY,UTTAR PRADESH
517588,CHITTOOR,ANDHRA PRADESH
828107,DHANBAD,JHARKHAND
484116,ANUPPUR,MADHYA PRADESH
612001,THANJAVUR,TAMIL NADU
627355,TIRUNELVELI,TAMIL NADU
845106,PASHCHIM CHAMPARAN,BIHAR
335501,HANUMANGARH,RAJASTHAN
799203,Khowai,TRIPURA
516329,Y.S.R.,ANDHRA PRADESH
574236,DAKSHINA KANNADA,KARNATAKA
607101,CUDDALORE,TAMIL NADU
303107,JAIPUR,RAJASTHAN
431502,JALNA,MAHARASHTRA
411012,PUNE,MAHARASHTRA
605004,PONDICHERRY,PUDUCHERRY
843114,VAISHALI,BIHAR
301403,ALWAR,RAJASTHAN
314026,DUNGARPUR,RAJASTHAN
583217,BALLARI,KARNATAKA
563127,KOLAR,KARNATAKA
305201,AJMER,RAJASTHAN
382735,GANDHINAGAR,GUJARAT
142023,LUDHIANA,PUNJAB
322216,KARAULI,RAJASTHAN
847204,DARBHANGA,BIHAR
811101,SHEIKHPURA,BIHAR
581204,DHARWAD,KARNATAKA
604205,VILLUPURAM,TAMIL NADU
415110,SATARA,MAHARASHTRA
521312,KRISHNA,ANDHRA PRADESH
443303,BULDHANA,MAHARASHTRA
212216,KAUSHAMBI,UTTAR PRADESH
452013,INDORE,MADHYA PRADESH
688007,ALAPPUZHA,KERALA
712136,HOOGHLY,WEST BENGAL
425415,NANDURBAR,MAHARASHTRA
226202,LUCKNOW,UTTAR PRADESH
212631,FATEHPUR,UTTAR PRADESH
110064,WEST,DELHI
611105,NAGAPATTINAM,TAMIL NADU
471318,CHHATARPUR,MADHYA PRADESH
574210,DAKSHINA KANNADA,KARNATAKA
766012,KALAHANDI,ODISHA
827010,BOKARO,JHARKHAND
678506,PALAKKAD,KERALA
721157,MEDINIPUR WEST,WEST BENGAL
262906,KHERI,UTTAR PRADESH
305002,AJMER,RAJASTHAN
445401,YAVATMAL,MAHARASHTRA
572111,TUMAKURU,KARNATAKA
624211,DINDIGUL,TAMIL NADU
638152,ERODE,TAMIL NADU
804418,JEHANABAD,BIHAR
360003,MORBI,GUJARAT
311801,BHILWARA,RAJASTHAN
639004,KARUR,TAMIL NADU
305813,AJMER,RAJASTHAN
854335,ARARIA,BIHAR
273412,GORAKHPUR,UTTAR PRADESH
630411,SIVAGANGA,TAMIL NADU
786602,DIBRUGARH,ASSAM
322255,KARAULI,RAJASTHAN
207124,Kasganj,UTTAR PRADESH
303506,DAUSA,RAJASTHAN
636456,SALEM,TAMIL NADU
805101,NAWADA,BIHAR
523214,PRAKASAM,ANDHRA PRADESH
500001,HYDERABAD,TELANGANA
602026,THIRUVALLUR,TAMIL NADU
393025,NARMADA,GUJARAT
712137,HOOGHLY,WEST BENGAL
682554,LAKSHADWEEP DISTRICT,LAKSHADWEEP
144513,Shahid Bhagat Singh Nagar,PUNJAB
172108,KINNAUR,HIMACHAL PRADESH
563128,CHIKKABALLAPURA,KARNATAKA
272126,SANT KABEER NAGAR,UTTAR PRADESH
534260,WEST GODAVARI,ANDHRA PRADESH
491665,BALOD,CHHATTISGARH
125121,HISAR,HARYANA
689546,PATHANAMTHITTA,KERALA
311407,BHILWARA,RAJASTHAN
444301,BULDHANA,MAHARASHTRA
622101,PUDUKKOTTAI,TAMIL NADU
802156,BHOJPUR,BIHAR
457772,JHABUA,MADHYA PRADESH
480997,SEONI,MADHYA PRADESH
586207,VIJAYAPURA,KARNATAKA
630611,SIVAGANGA,TAMIL NADU
382122,GANDHINAGAR,GUJARAT
246127,PAURI GARHWAL,UTTARAKHAND
831014,SARAIKELA KHARSAWAN,JHARKHAND
312614,CHITTORGARH,RAJASTHAN
334801,BIKANER,RAJASTHAN
441110,NAGPUR,MAHARASHTRA
314404,DUNGARPUR,RAJASTHAN
535250,VISAKHAPATANAM,ANDHRA PRADESH
635813,VELLORE,TAMIL NADU
756034,BALESHWAR,ODISHA
206126,ETAWAH,UTTAR PRADESH
431148,AURANGABAD,MAHARASHTRA
244225,AMROHA,UTTAR PRADESH
480551,CHHINDWARA,MADHYA PRADESH
327023,BANSWARA,RAJASTHAN
503202,NIZAMABAD,TELANGANA
829102,RAMGARH,JHARKHAND
804453,PATNA,BIHAR
509325,RANGA REDDY,TELANGANA
756024,BALESHWAR,ODISHA
608701,CUDDALORE,TAMIL NADU
591215,BELAGAVI,KARNATAKA
815354,JAMTARA,JHARKHAND
736168,COOCHBEHAR,WEST BENGAL
670302,KANNUR,KERALA
689677,PATHANAMTHITTA,KERALA
678687,PALAKKAD,KERALA
273303,MAHARAJGANJ,UTTAR PRADESH
180003,JAMMU,JAMMU AND KASHMIR
271502,GONDA,UTTAR PRADESH
531029,VISAKHAPATANAM,ANDHRA PRADESH
573212,HASSAN,KARNATAKA
610101,NAGAPATTINAM,TAMIL NADU
900056,KUSHI NAGAR,UTTAR PRADESH
754217,KENDRAPARA,ODISHA
143115,AMRITSAR,PUNJAB
561201,RAMANAGARA,KARNATAKA
621003,TIRUCHIRAPPALLI,TAMIL NADU
246148,PAURI GARHWAL,UTTARAKHAND
627759,TENKASI,TAMIL NADU
731241,BIRBHUM,WEST BENGAL
412207,PUNE,MAHARASHTRA
624206,DINDIGUL,TAMIL NADU
532201,SRIKAKULAM,ANDHRA PRADESH
784173,Biswanath,ASSAM
676502,MALAPPURAM,KERALA
532408,SRIKAKULAM,ANDHRA PRADESH
561210,CHIKKABALLAPURA,KARNATAKA
621729,Ariyalur,TAMIL NADU
756035,BALESHWAR,ODISHA
712503,HOOGHLY,WEST BENGAL
571477,MANDYA,KARNATAKA
509104,WANAPARTHY,TELANGANA
804417,JEHANABAD,BIHAR
396126,VALSAD,GUJARAT
123106,REWARI,HARYANA
515801,ANANTAPUR,ANDHRA PRADESH
490011,DURG,CHHATTISGARH
276406,AZAMGARH,UTTAR PRADESH
221109,VARANASI,UTTAR PRADESH
503230,NIZAMABAD,TELANGANA
627401,TIRUNELVELI,TAMIL NADU
638183,NAMAKKAL,TAMIL NADU
743428,24 PARAGANAS NORTH,WEST BENGAL
813212,BANKA,BIHAR
585330,BIDAR,KARNATAKA
643216,THE NILGIRIS,TAMIL NADU
680661,THRISSUR,KERALA
125111,FATEHABAD,HARYANA
503102,KAMAREDDY,TELANGANA
175007,MANDI,HIMACHAL PRADESH
758037,KENDUJHAR,ODISHA
229302,Amethi,UTTAR PRADESH
382250,AHMADABAD,GUJARAT
843122,MUZAFFARPUR,BIHAR
614403,THIRUVARUR,TAMIL NADU
573125,HASSAN,KARNATAKA
572139,TUMAKURU,KARNATAKA
785702,GOLAGHAT,ASSAM
721402,MEDINIPUR EAST,WEST BENGAL
832402,SARAIKELA KHARSAWAN,JHARKHAND
689662,PATHANAMTHITTA,KERALA
686560,KOTTAYAM,KERALA
364210,BHAVNAGAR,GUJARAT
788805,CACHAR,ASSAM
783122,GOALPARA,ASSAM
172102,SHIMLA,HIMACHAL PRADESH
415115,SATARA,MAHARASHTRA
754009,CUTTACK,ODISHA
411019,PUNE,MAHARASHTRA
600117,CHENGALPATTU,TAMIL NADU
312603,CHITTORGARH,RAJASTHAN
689110,PATHANAMTHITTA,KERALA
221116,VARANASI,UTTAR PRADESH
501359,RANGA REDDY,TELANGANA
803213,NALANDA,BIHAR
403206,NORTH GOA,GOA
246482,CHAMOLI,UTTARAKHAND
208001,KANPUR NAGAR,UTTAR PRADESH
249132,TEHRI GARHWAL,UTTARAKHAND
364130,BHAVNAGAR,GUJARAT
523201,PRAKASAM,ANDHRA PRADESH
212651,FATEHPUR,UTTAR PRADESH
341319,NAGAUR,RAJASTHAN
171207,SHIMLA,HIMACHAL PRADESH
248002,DEHRADUN,UTTARAKHAND
364505,BHAVNAGAR,GUJARAT
602002,KANCHIPURAM,TAMIL NADU
431126,BEED,MAHARASHTRA
635126,KRISHNAGIRI,TAMIL NADU
736131,COOCHBEHAR,WEST BENGAL
841242,SIWAN,BIHAR
580021,DHARWAD,KARNATAKA
394421,SURAT,GUJARAT
791001,SHI YOMI,ARUNACHAL PRADESH
612702,THANJAVUR,TAMIL NADU
441102,NAGPUR,MAHARASHTRA
793104,RI BHOI,MEGHALAYA
172109,KINNAUR,HIMACHAL PRADESH
385570,BANAS KANTHA,GUJARAT
110096,EAST,DELHI
208006,KANPUR NAGAR,UTTAR PRADESH
560030,BENGALURU URBAN,KARNATAKA
562165,BENGALURU RURAL,KARNATAKA
629402,KANNIYAKUMARI,TAMIL NADU
635111,DHARMAPURI,TAMIL NADU
533244,EAST GODAVARI,ANDHRA PRADESH
506009,WARANGAL URBAN,TELANGANA
125102,SIRSA,HARYANA
272153,MATHURA,UTTAR PRADESH
481115,BALAGHAT,MADHYA PRADESH
506369,WARANGAL RURAL,TELANGANA
400003,MUMBAI,MAHARASHTRA
241124,HARDOI,UTTAR PRADESH
413006,SOLAPUR,MAHARASHTRA
262801,KHERI,UTTAR PRADESH
413505,OSMANABAD,MAHARASHTRA
415803,RATNAGIRI,MAHARASHTRA
480881,SEONI,MADHYA PRADESH
581199,HAVERI,KARNATAKA
735303,COOCHBEHAR,WEST BENGAL
306114,PALI,RAJASTHAN
401304,PALGHAR,MAHARASHTRA
642101,COIMBATORE,TAMIL NADU
793012,EAST KHASI HILLS,MEGHALAYA
201010,GHAZIABAD,UTTAR PRADESH
797108,PHEK,NAGALAND
410511,PUNE,MAHARASHTRA
244402,MORADABAD,UTTAR PRADESH
380060,AHMADABAD,GUJARAT
636111,SALEM,TAMIL NADU
521001,KRISHNA,ANDHRA PRADESH
676519,MALAPPURAM,KERALA
782136,KARBI ANGLONG,ASSAM
761028,GANJAM,ODISHA
621117,PERAMBALUR,TAMIL NADU
453771,INDORE,MADHYA PRADESH
680012,THRISSUR,KERALA
273009,GORAKHPUR,UTTAR PRADESH
682552,LAKSHADWEEP DISTRICT,LAKSHADWEEP
743245,24 PARAGANAS NORTH,WEST BENGAL
475682,DATIA,MADHYA PRADESH
799012,West Tripura,TRIPURA
713315,PASCHIM BARDHAMAN,WEST BENGAL
758043,KENDUJHAR,ODISHA
416105,KOLHAPUR,MAHARASHTRA
177219,UNA,HIMACHAL PRADESH
125004,HISAR,HARYANA
176088,KANGRA,HIMACHAL PRADESH
174301,UNA,HIMACHAL PRADESH
443308,BULDHANA,MAHARASHTRA
152128,FAZILKA,PUNJAB
533237,EAST GODAVARI,ANDHRA PRADESH
734313,DARJEELING,WEST BENGAL
262802,KHERI,UTTAR PRADESH
246194,PAURI GARHWAL,UTTARAKHAND
246125,PAURI GARHWAL,UTTARAKHAND
609402,MAYILADUTHURAI,TAMIL NADU
733209,DINAJPUR UTTAR,WEST BENGAL
516421,Y.S.R.,ANDHRA PRADESH
231501,MIRZAPUR,UTTAR PRADESH
731103,BIRBHUM,WEST BENGAL
762020,BOUDH,ODISHA
621106,PERAMBALUR,TAMIL NADU
801103,PATNA,BIHAR
572168,TUMAKURU,KARNATAKA
171018,SHIMLA,HIMACHAL PRADESH
584104,RAICHUR,KARNATAKA
678621,PALAKKAD,KERALA
221715,BALLIA,UTTAR PRADESH
483119,JABALPUR,MADHYA PRADESH
711226,HOWRAH,WEST BENGAL
206255,AURAIYA,UTTAR PRADESH
400018,MUMBAI,MAHARASHTRA
670644,WAYANAD,KERALA
508214,SURYAPET,TELANGANA
495550,BILASPUR,CHHATTISGARH
743368,24 PARAGANAS SOUTH,WEST BENGAL
535003,VIZIANAGARAM,ANDHRA PRADESH
246455,CHAMOLI,UTTARAKHAND
132117,KARNAL,HARYANA
755049,JAJAPUR,ODISHA
682027,ERNAKULAM,KERALA
121105,PALWAL,HARYANA
442303,WARDHA,MAHARASHTRA
285121,JALAUN,UTTAR PRADESH
690529,ALAPPUZHA,KERALA
754012,KHORDHA,ODISHA
145024,PATHANKOT,PUNJAB
144206,HOSHIARPUR,PUNJAB
211006,PRAYAGRAJ,UTTAR PRADESH
501102,VIKARABAD,TELANGANA
509135,JOGULAMBA GADWAL,TELANGANA
209801,UNNAO,UTTAR PRADESH
505208,PEDDAPALLI,TELANGANA
122016,GURUGRAM,HARYANA
505172,PEDDAPALLI,TELANGANA
609112,MAYILADUTHURAI,TAMIL NADU
721607,MEDINIPUR EAST,WEST BENGAL
781355,BAKSA,ASSAM
201003,GHAZIABAD,UTTAR PRADESH
700039,KOLKATA,WEST BENGAL
210209,CHITRAKOOT,UTTAR PRADESH
251318,MUZAFFARNAGAR,UTTAR PRADESH
345023,JAISALMER,RAJASTHAN
560113,BENGALURU URBAN,KARNATAKA
515842,ANANTAPUR,ANDHRA PRADESH
127041,BHIWANI,HARYANA
742226,MURSHIDABAD,WEST BENGAL
835230,GUMLA,JHARKHAND
572117,TUMAKURU,KARNATAKA
421002,THANE,MAHARASHTRA
400043,MUMBAI SUBURBAN,MAHARASHTRA
321410,BHARATPUR,RAJASTHAN
825336,HAZARIBAGH,JHARKHAND
641669,COIMBATORE,TAMIL NADU
764011,KORAPUT,ODISHA
743312,24 PARAGANAS SOUTH,WEST BENGAL
415405,SANGLI,MAHARASHTRA
603306,CHENGALPATTU,TAMIL NADU
143411,Tarn Taran,PUNJAB
333302,JHUNJHUNU,RAJASTHAN
160016,CHANDIGARH,CHANDIGARH
480882,SEONI,MADHYA PRADESH
490022,DURG,CHHATTISGARH
313323,RAJSAMAND,RAJASTHAN
691601,KOLLAM,KERALA
416614,SINDHUDURG,MAHARASHTRA
148105,BARNALA,PUNJAB
334004,BIKANER,RAJASTHAN
412803,SATARA,MAHARASHTRA
608601,CUDDALORE,TAMIL NADU
722122,BANKURA,WEST BENGAL
531024,VISAKHAPATANAM,ANDHRA PRADESH
577232,SHIVAMOGGA,KARNATAKA
523184,PRAKASAM,ANDHRA PRADESH
712223,HOOGHLY,WEST BENGAL
631152,Ranipet,TAMIL NADU
757027,MAYURBHANJ,ODISHA
689675,PATHANAMTHITTA,KERALA
205261,MAINPURI,UTTAR PRADESH
388225,KHEDA,GUJARAT
302039,JAIPUR,RAJASTHAN
624610,DINDIGUL,TAMIL NADU
630559,SIVAGANGA,TAMIL NADU
632314,TIRUVANNAMALAI,TAMIL NADU
272192,SIDDHARTH NAGAR,UTTAR PRADESH
